event,series,start,city,state,company,domain,hq,employees,ownership,founded,in_target_list,priority,bucket,have_contact
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Armature Electric Ltd.,armatureelectric.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Oxyweld snc,oweld.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Spartakus APM,apm.spartakustech.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Lawrcon Electric and Machining Corporation,lawrcon.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Smartricity Inc.,smartricity.ca,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Eura Drives Flagship Products,euradrives.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Milbank Industrial Electric,milbank.co.nz,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Universal Electric Motors,uem.ca,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Lehmus,lehmus.pt,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Sprint Ex Engineering,sprintexengineering.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Bater Electric Ltd,baterelectric.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,SeymourSmith Electric,seymoursmith.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Balance and Vibration Engineering BVE Pty Ltd,balvibe.com.au,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,IME,ime.com.co,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Industrial Commutator Co,commutator.ca,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,"Industrias Einstein, S A.",industriaseinstein.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Scona Electric Inc,sconaelectric.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Willingwisdom.Com,willingwisdom.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,C&S Associates Ltd,csassociates.co.uk,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Anhui Hanhai New material corp.,hanhaimagnet.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Murray Hydronics Limited,murrayhydronics.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,DSTAR Electric Ltd.,dstarelectric.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Cyntek Group,cyntekgroup.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Wescap,wescap.nl,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Kriskyle Industries Ltd,kriskyle.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Meunier Électrique,meunierelectrique.ca,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Elmah S De Rl.Cv,elmahn.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Ning Fan Bearing,ningfan.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Electric Motor Service,electricmotorservice.ca,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Fader Agencies,faderagencies.ca,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Lofgham,lofgham.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Carbon Brush Supply,carbonbrushsupply.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,"Cixi Waylead Motor Manufacturing Co., Ltd.",waylead.com.cn,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,"EMZ Industries, Inc",emzmotor.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,"Anhui Wannan Electric Machine Co., Ltd.",wannanmotor.net,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,"Ningbo Mairui Machinery Co., Ltd.",nbmairui.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,"Shenyang Daming Motor Co., Ltd.",brimoch.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Keliang.Com,keliang.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Evans Electric,evanselectric.co.in,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Areurmot,areurmot.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Electromotor,electromotorspa.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Elektroullrich,elektroullrich.de,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Hrbobinados,hrbobinados.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Marro,marro.mx,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Em Inca,eminca.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Ltesas,ltesas.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Zhi Xing,zhi-xing.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Discount Electric Motors Inc,discountelectricmotorsinc.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Earth Inc,1earthinc.com,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Emrconsulting.No,emrconsulting.no,,,,,,,,
The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo 2023,The Electro-Mechanical Authority (EASA) Conventions + Solutions Expo,2023-06-25,Oxon Hill,MD,Matelec SA,matelec.com.pe,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Rosendin Electric, Inc.",rosendin.com,"San Jose, CA",24686,Bootstrapped,1919,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Hubbell Incorporated,hubbell.com,"Shelton, CT",24056,Public,1962,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Helix Electric,helixelectric.com,"San Diego, CA",7166,Bootstrapped,1985,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,NSC,nscstaffing.com,"Georgia, USA",5727,Private Equity Add-On,2000,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Bergelectric,bergelectric.com,"Carlsbad, CA",5617,Investor Backed,1946,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,The Newtron Group,thenewtrongroup.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,The Weitz Company,weitz.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Neilsoft,neilsoft.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,ArchKey Solutions LLC,archkey.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Cummings Electrical,cummingselec.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Power Design Inc.,powerdesigninc.us,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"CSI Electrical Contractors, Inc.",csielectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Hatzel and Buehler, Inc",hatzelandbuehler.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Encore Electric, Inc.",encoreelectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Encore Wire Corp,encorewire.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Cupertino Electric, Inc.",cei.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,ENGworks,engbim.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,BRANCH,branchgroup.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"PayneCrest Electric, Inc.",paynecrest.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Baker Electric,baker-electric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Quickbase,quickbase.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Rudolph Libbe Inc.,rlgbuilds.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Alterman, Inc.",goalterman.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Briggs Electric,briggselectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Inglett & Stubbs LLC,inglett-stubbs.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Amteck, LLC",amteck.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Tri-City Electrical Contractors, Inc.",tcelectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,BES,b-eng-s.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,CarolinaPower,carolinapower.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Piquette & Howard Electric Service, Inc.",phelectricalcontractor.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Staff Electric Co.,staffelectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,O'Connell Electric Company,oconnellelectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Ready Electric Company, Inc.",readyelec.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Maddox Industrial Transformer, LLC",maddoxtransformer.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Packer Fastener,packerfastener.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Cablcon,cablcon.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Sjs Bim | Vdc,sjsvdc.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,ProLift Rigging,proliftrigging.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Allfasteners USA,allfasteners.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Sullivan & McLaughlin,sullymac.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Copperweld Bimetallics, LLC",copperweld.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,RJP Electric,rjpelectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Enterprise Electrical,enterpriseelectricalco.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Outsource,outsource.net,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Unistrut Midwest,unistrut.biz,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Kojo Technologies, Inc.",usekojo.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Orbit Industries,orbitelectric.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,"Sanveo, Inc.",sanveo.com,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Stratus,stratus.build,,,,,,,,
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Canyon State Electric,canyonstateelectric.com,,,,,YES,campaign-P2,T5,YES
Advancing Electrical Prefabrication 2026,Advancing Electrical Prefabrication,2026-07-22,Dallas,TX,Remarcable Inc.,remarcable.com,,,,,,,,
